title,desc,link,site,start date,end date,company,country,latitude,longitude,% Negative,% Neutral,% Positive,Magnitude
"Free Sample- Global Prescription Dermatological Drugs Market Trends 2021-27 | Johnson, Merck, Bayer, Mylan Pharma, Pfizer, Allergan, etc. – KSU | The Sentinel Newspaper",The global Prescription Dermatological Drugs Market 2021 offers an insightful study on the historical information of the Prescription Dermatological D.,news.google.com/./articles/CBMiowFodHRwczovL2tzdXNlbnRpbmVsLmNvbS8yMDIxLzAyLzA5L2ZyZWUtc2FtcGxlLWdsb2JhbC1wcmVzY3JpcHRpb24tZGVybWF0b2xvZ2ljYWwtZHJ1Z3MtbWFya2V0LXRyZW5kcy0yMDIxLTI3LWpvaG5zb24tbWVyY2stYmF5ZXItbXlsYW4tcGhhcm1hLXBmaXplci1hbGxlcmdhbi1ldGMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,KSU | The Sentinel Newspaper,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,87.5,12.5,75.53
"Lung Cancer Therapeutics Market Poised for Steady Growth in the Future Pfizer, Agennix AG and Snaofi-Aventis, Daiichi Sankyo",Lung Cancer Therapeutics Market research is an intelligence report with meticulous efforts undertaken to study the right and valuable information. The data ...,news.google.com/./articles/CBMilQFodHRwczovL3d3dy5tY2NvdXJpZXIuY29tL2x1bmctY2FuY2VyLXRoZXJhcGV1dGljcy1tYXJrZXQtcG9pc2VkLWZvci1zdGVhZHktZ3Jvd3RoLWluLXRoZS1mdXR1cmUtcGZpemVyLWFnZW5uaXgtYWctYW5kLXNuYW9maS1hdmVudGlzLWRhaWljaGktc2Fua3lvL9IBlQFodHRwczovL3d3dy5tY2NvdXJpZXIuY29tL2x1bmctY2FuY2VyLXRoZXJhcGV1dGljcy1tYXJrZXQtcG9pc2VkLWZvci1zdGVhZHktZ3Jvd3RoLWluLXRoZS1mdXR1cmUtcGZpemVyLWFnZW5uaXgtYWctYW5kLXNuYW9maS1hdmVudGlzLWRhaWljaGktc2Fua3lvLw?hl=en-US&gl=US&ceid=US%3Aen,The Courier,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,18.3,62.5,19.2,39.885
"China provides vaccine aid to 53 developing countries, exports to 22","China is providing vaccine aid to 53 developing countries and exporting vaccines to 22 countries, including those in Africa which lags behind in inoculation.",news.google.com/./articles/CBMiNGh0dHBzOi8vd3d3Lmdsb2JhbHRpbWVzLmNuL3BhZ2UvMjAyMTAyLzEyMTUyODUuc2h0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,Global Times,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
COVAX: Scientists slam FG over Nigeria’s exclusion from Pfizer-BioNTech vaccine sharing formula,COVAX: Scientists slam FG over Nigeria’s exclusion from Pfizer-BioNTech vaccine sharing formula,news.google.com/./articles/CAIiEHTEOv9r_FoJVORgUG7BBK8qGQgEKhAIACoHCAow0pj4CjDq0uECMJv9tAY?hl=en-US&gl=US&ceid=US%3Aen,Vanguard,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,28.9,54.2,16.900000000000002,37.5
Nigeria misses out as WHO allocates Pfizer vaccines to four African countries,"Africa's most populous country, Nigeria, will not be receiving the Pfizer and BioNTech approved COVID-19 vaccines due to its inability to meet the standard ...",news.google.com/./articles/CBMihwFodHRwczovL3d3dy5wcmVtaXVtdGltZXNuZy5jb20vbmV3cy9oZWFkbGluZXMvNDQwOTk0LW5pZ2VyaWEtbWlzc2VzLW91dC1hcy13aG8tYWxsb2NhdGVzLXBmaXplci12YWNjaW5lcy10by1mb3VyLWFmcmljYW4tY291bnRyaWVzLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,Premium Times,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,14.7,85.3,0.0,38.685
"Global Live Vaccines Market 2021 to 2026 Analysis by Top Key players like Merck, GlaxoSmithKline, Pfizer, Novartis, Astellas Pharma, etc – KSU | The Sentinel Newspaper","Live Vaccines Market Report Coverage: Key Growth Factors & Challenges, Segmentation & Regional Outlook, Top Industry Trends & Opportunitie.",news.google.com/./articles/CBMipwFodHRwczovL2tzdXNlbnRpbmVsLmNvbS8yMDIxLzAyLzAyL2dsb2JhbC1saXZlLXZhY2NpbmVzLW1hcmtldC0yMDIxLXRvLTIwMjYtYW5hbHlzaXMtYnktdG9wLWtleS1wbGF5ZXJzLWxpa2UtbWVyY2stZ2xheG9zbWl0aGtsaW5lLXBmaXplci1ub3ZhcnRpcy1hc3RlbGxhcy1waGFybWEtZXRjL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,KSU | The Sentinel Newspaper,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,84.8,15.2,75.53
Egypt and Lebanon launch online registration systems for COVID-19 vaccine,"While Lebanon's portal is already live and reportedly already receiving registrations, Egypt's website is live but has not yet welcomed sign-ups.",news.google.com/./articles/CAIiEGvpVyWSNv50KLbAgYoa-ikqGQgEKhAIACoHCAow6sicCzD20rQDMNSu4wY?hl=en-US&gl=US&ceid=US%3Aen,Healthcare IT News,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
"Analysis: ""Russian roulette"" in Europe as needle shortages hamper COVID-19 shots - Egypt Independent","PARIS/BERLIN (Reuters) - Laurent Fignon, a geriatric doctor in the south of France, is having to improvise as he gives shots of the COVID-19 vaccine from Pfizer ...",news.google.com/./articles/CBMia2h0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vYW5hbHlzaXMtcnVzc2lhbi1yb3VsZXR0ZS1pbi1ldXJvcGUtYXMtbmVlZGxlLXNob3J0YWdlcy1oYW1wZXItY292aWQtMTktc2hvdHMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,11.0,89.0,0.0,42.345
Vaccine rollouts lay bare the Middle East's deep inequalities,play_arrow,news.google.com/./articles/CAIiEMCKB4i0LIDv5Ah-bSIA9FcqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,CNN,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
Pfizer or Sinopharm? 'Vaccine diplomacy' in Middle East,"Jerusalem (AFP). Pfizer or Sinopharm? The US or China? In the Middle East and North Africa, novel coronavirus vaccine orders are driven by diplomatic and ...",news.google.com/./articles/CBMiY2h0dHBzOi8vd3d3LmZyYW5jZTI0LmNvbS9lbi9saXZlLW5ld3MvMjAyMTAxMjYtcGZpemVyLW9yLXNpbm9waGFybS12YWNjaW5lLWRpcGxvbWFjeS1pbi1taWRkbGUtZWFzdNIBY2h0dHBzOi8vYW1wLmZyYW5jZTI0LmNvbS9lbi9saXZlLW5ld3MvMjAyMTAxMjYtcGZpemVyLW9yLXNpbm9waGFybS12YWNjaW5lLWRpcGxvbWFjeS1pbi1taWRkbGUtZWFzdA?hl=en-US&gl=US&ceid=US%3Aen,FRANCE 24,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
Social media posts misrepresent Pfizer-BioNTech Covid-19 vaccinations in Germany,A screenshot of an article about the Pfizer-BioNTech Covid-19 vaccine being administered in Germany has been shared repeatedly in multiple Facebook and ...,news.google.com/./articles/CBMiZ2h0dHBzOi8vZmFjdGNoZWNrLmFmcC5jb20vc29jaWFsLW1lZGlhLXBvc3RzLW1pc3JlcHJlc2VudC1wZml6ZXItYmlvbnRlY2gtY292aWQtMTktdmFjY2luYXRpb25zLWdlcm1hbnnSAQA?hl=en-US&gl=US&ceid=US%3Aen,AFP Factcheck,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
Exclusive: Saudi Arabia to get three million AstraZeneca shots in about a week from India - Egypt Independent,NEW DELHI (Reuters) - The Serum Institute of India (SII) will supply Saudi Arabia with three million AstraZeneca COVID-19 vaccine doses priced at $5.25 each ...,news.google.com/./articles/CBMidmh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vZXhjbHVzaXZlLXNhdWRpLWFyYWJpYS10by1nZXQtdGhyZWUtbWlsbGlvbi1hc3RyYXplbmVjYS1zaG90cy1pbi1hYm91dC1hLXdlZWstZnJvbS1pbmRpYS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,91.9,8.1,56.4
"China pushes fringe theories on pandemic origins, virus - Egypt Independent","TAIPEI, Taiwan (AP) — Chinese state media have played up questions about Pfizer's COVID-19 vaccine and whether it could be lethal to the very old.",news.google.com/./articles/CBMiVGh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vY2hpbmEtcHVzaGVzLWZyaW5nZS10aGVvcmllcy1vbi1wYW5kZW1pYy1vcmlnaW5zLXZpcnVzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
"Japan likely to hit COVID-19 herd immunity in October, months after Olympics: researcher - Egypt Independent","(Reuters) - Japan is likely to achieve herd immunity to COVID-19 through mass inoculations only months after the planned Tokyo Olympics, even though it has ...",news.google.com/./articles/CBMidGh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vamFwYW4tbGlrZWx5LXRvLWhpdC1jb3ZpZC0xOS1oZXJkLWltbXVuaXR5LWluLW9jdG9iZXItbW9udGhzLWFmdGVyLW9seW1waWNzLXJlc2VhcmNoZXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
Why don't Western countries mention human rights in the distribution of COVID-19 vaccines?,"Vaccine distribution is a magic mirror, showing which countries really care about human rights and which countries just talk about it.",news.google.com/./articles/CBMiNGh0dHBzOi8vd3d3Lmdsb2JhbHRpbWVzLmNuL3BhZ2UvMjAyMTAxLzEyMTM4MDYuc2h0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,Global Times,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
Egypt says it has launched vaccinations against coronavirus,Egypt has launched a vaccination campaign against the coronavirus.,news.google.com/./articles/CBMipgFodHRwczovL3d3dy53YXNoaW5ndG9ucG9zdC5jb20vd29ybGQvbWlkZGxlX2Vhc3QvZWd5cHQtc2F5cy1pdC1oYXMtbGF1bmNoZWQtdmFjY2luYXRpb24tYWdhaW5zdC1jb3JvbmF2aXJ1cy8yMDIxLzAxLzI0L2MzZjM0NzdjLTVlNTItMTFlYi1hMTc3LTc3NjVmMjlhOTUyNF9zdG9yeS5odG1s0gG1AWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS93b3JsZC9taWRkbGVfZWFzdC9lZ3lwdC1zYXlzLWl0LWhhcy1sYXVuY2hlZC12YWNjaW5hdGlvbi1hZ2FpbnN0LWNvcm9uYXZpcnVzLzIwMjEvMDEvMjQvYzNmMzQ3N2MtNWU1Mi0xMWViLWExNzctNzc2NWYyOWE5NTI0X3N0b3J5Lmh0bWw_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen,Washington Post,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,82.39999999999999,17.599999999999998,56.4
"Top ten world news: WHO endorses Pfizer vaccine, Kremlin doesn`t budge on Navalny, and more",Russia welcomes US President Joe Biden's proposal to extend nuclear treaty The Kremlin on Friday welcomed the stated intention of US President Joe Biden to ...,news.google.com/./articles/CAIiEFP1-mAs1ewouQjKfWdXUf8qGQgEKhAIACoHCAowvr39CjDhj_UCML7hqwY?hl=en-US&gl=US&ceid=US%3Aen,WION,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,75.6,24.4,74.695
"COVID-19 vaccine rollout in Israel: Successes, lessons, and caveats","Israel is a world leader in the race to roll out the COVID-19 vaccine. In this Special Feature, Medical News Today look at why the vaccine rollout has been so ...",news.google.com/./articles/CBMiamh0dHBzOi8vd3d3Lm1lZGljYWxuZXdzdG9kYXkuY29tL2FydGljbGVzL2NvdmlkLTE5LXZhY2NpbmUtcm9sbG91dC1pbi1pc3JhZWwtc3VjY2Vzc2VzLWxlc3NvbnMtYW5kLWNhdmVhdHPSAW5odHRwczovL3d3dy5tZWRpY2FsbmV3c3RvZGF5LmNvbS9hbXAvYXJ0aWNsZXMvY292aWQtMTktdmFjY2luZS1yb2xsb3V0LWluLWlzcmFlbC1zdWNjZXNzZXMtbGVzc29ucy1hbmQtY2F2ZWF0cw?hl=en-US&gl=US&ceid=US%3Aen,Medical News Today,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,69.0,31.0,77.87
"How COVID-19 vaccinations are going, on a global scale","Mass COVID-19 vaccination programs are being rolled out, but problems persist.",news.google.com/./articles/CBMiWWh0dHBzOi8vYWJjbmV3cy5nby5jb20vSW50ZXJuYXRpb25hbC9jb3ZpZC0xOS12YWNjaW5hdGlvbnMtZ2xvYmFsLXNjYWxlL3N0b3J5P2lkPTc1MjIyMDI40gFdaHR0cHM6Ly9hYmNuZXdzLmdvLmNvbS9hbXAvSW50ZXJuYXRpb25hbC9jb3ZpZC0xOS12YWNjaW5hdGlvbnMtZ2xvYmFsLXNjYWxlL3N0b3J5P2lkPTc1MjIyMDI4?hl=en-US&gl=US&ceid=US%3Aen,ABC News,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
"Duterte says Filipinos can use Pfizer vaccine, but touts Sinovac deal",MANILA (Reuters) - Philippine President Rodrigo Duterte said on Monday he would not stop Filipinos from getting shots of the COVID-19 vaccine made by Pfizer ...,news.google.com/./articles/CBMilAFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9hcnRpY2xlL3VzLWhlYWx0aC1jb3JvbmF2aXJ1cy1waGlsaXBwaW5lcy9kdXRlcnRlLXNheXMtZmlsaXBpbm9zLWNhbi11c2UtcGZpemVyLXZhY2NpbmUtYnV0LXRvdXRzLXNpbm92YWMtZGVhbC1pZElOS0JOMjlOMVNC0gE0aHR0cHM6Ly9tb2JpbGUucmV1dGVycy5jb20vYXJ0aWNsZS9hbXAvaWRJTktCTjI5TjFTQg?hl=en-US&gl=US&ceid=US%3Aen,Reuters,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,10.299999999999999,89.7,0.0,48.065
Vaccines and COVID-19: The latest hopeful research,"In this 'Hope Behind the Headlines' feature, we look at the latest on currently authorized COVID-19 vaccines and an emerging candidate that made the ...",news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3Lm1lZGljYWxuZXdzdG9kYXkuY29tL2FydGljbGVzL3ZhY2NpbmVzLWFuZC1jb3ZpZC0xOS10aGUtbGF0ZXN0LWhvcGVmdWwtcmVzZWFyY2jSAV9odHRwczovL3d3dy5tZWRpY2FsbmV3c3RvZGF5LmNvbS9hbXAvYXJ0aWNsZXMvdmFjY2luZXMtYW5kLWNvdmlkLTE5LXRoZS1sYXRlc3QtaG9wZWZ1bC1yZXNlYXJjaA?hl=en-US&gl=US&ceid=US%3Aen,Medical News Today,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,64.5,35.5,75.53
Lebanon signs with Pfizer for 2.1 million vaccine doses,BEIRUT (AP) — Lebanon finalized a deal with Pfizer on Sunday for 2.1 million doses of the coronavirus vaccine amid surge in infections that has overwhelmed ...,news.google.com/./articles/CBMic2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2hlYWx0aC1sZWJhbm9uLWNvcm9uYXZpcnVzLXBhbmRlbWljLWNvcm9uYXZpcnVzLXZhY2NpbmUtNTM3NGFkMTQyNjVhNjQxNTQ0NjA4MDZhNTQxMzUyN2XSAQA?hl=en-US&gl=US&ceid=US%3Aen,Associated Press,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
Lebanese parliament passes law to pave way for coronavirus vaccine deals - Egypt Independent,BEIRUT (Reuters) - Lebanon's parliament on Friday approved a law that paves the way for the government to sign deals for coronavirus vaccines as it battles a ...,news.google.com/./articles/CBMiZmh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vbGViYW5lc2UtcGFybGlhbWVudC1wYXNzZXMtbGF3LXRvLXBhdmUtd2F5LWZvci1jb3JvbmF2aXJ1cy12YWNjaW5lLWRlYWxzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
How effective is a single vaccine dose against Covid-19?,Pretend it didn't happen – expert advice on how to behave after receiving a single dose of any of the Covid-19 vaccines.,news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3LmJiYy5jb20vZnV0dXJlL2FydGljbGUvMjAyMTAxMTQtY292aWQtMTktaG93LWVmZmVjdGl2ZS1pcy1hLXNpbmdsZS12YWNjaW5lLWRvc2XSAQA?hl=en-US&gl=US&ceid=US%3Aen,BBC News,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,72.1,27.900000000000002,73.83500000000001
Egypt expects COVID-19 vaccines from GAVI within weeks- minister,"Egypt expects to start receiving COVID-19 vaccines through the Geneva-based GAVI vaccine alliance in the coming weeks, the health minister said on Monday.",news.google.com/./articles/CBMiRmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvaGVhbHRoLWNvcm9uYXZpcnVzLWVneXB0LWlkVVNMOE4ySk01MVrSATRodHRwczovL21vYmlsZS5yZXV0ZXJzLmNvbS9hcnRpY2xlL2FtcC9pZFVTTDhOMkpNNTFa?hl=en-US&gl=US&ceid=US%3Aen,Reuters,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
"Egypt to obtain coronavirus vaccine doses from Pfizer, AstraZeneca after negotiations: Cabinet",Cabinet's spokesman Nader Saad said Egypt is negotiating with the American Pfizer and the British-Swedish AstraZeneca to obtain batches of coronavirus ...,news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LmVneXB0dG9kYXkuY29tL0FydGljbGUvMS85NTk2Ni9FZ3lwdC10by1vYnRhaW4tY29yb25hdmlydXMtdmFjY2luZS1kb3Nlcy1mcm9tLVBmaXplci1Bc3RyYVplbmVjYS1hZnRlctIBAA?hl=en-US&gl=US&ceid=US%3Aen,Egypttoday,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
"Egypt negotiating with AstraZeneca, Pfizer to obtain coronavirus vaccines - Egypt Independent","Egypt is negotiating with Sinopharm, AstraZeneca and Pfizer to obtain coronavirus vaccines, said Cabinet Spokesperson Nader Saad, who added that Egypt is ...",news.google.com/./articles/CBMiZmh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vZWd5cHQtbmVnb3RpYXRpbmctd2l0aC1hc3RyYXplbmVjYS1wZml6ZXItdG8tb2J0YWluLWNvcm9uYXZpcnVzLXZhY2NpbmVzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
"Egypt orders 20 mln doses of Pfizer BioNTech, 30 mln doses of AstraZeneca COVID vaccines - Politics - Egypt",Egypt's Finance Minister Mohamed Maait said on Thursday that the ministry had already signed contracts to buy 20 million doses of the Pfizer BioNTech and 30 ...,news.google.com/./articles/CBMiiwFodHRwOi8vZW5nbGlzaC5haHJhbS5vcmcuZWcvTmV3c0NvbnRlbnQvMS82NC8zOTc1MTAvRWd5cHQvUG9saXRpY3MtL0VneXB0LW9yZGVycy0tbWxuLWRvc2VzLW9mLSVFMiU4MCU5Q1BmaXplci1CaW9OVGVjaCVFMiU4MCU5RC1hbmQtLS5hc3B40gEA?hl=en-US&gl=US&ceid=US%3Aen,Ahram Online,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
US close on deal with Pfizer for millions more vaccine doses - Egypt Independent,WASHINGTON (AP) — The US government is close to a deal to acquire tens of millions of additional doses of Pfizer's vaccine in exchange for helping the ...,news.google.com/./articles/CBMiWmh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vdXMtY2xvc2Utb24tZGVhbC13aXRoLXBmaXplci1mb3ItbWlsbGlvbnMtbW9yZS12YWNjaW5lLWRvc2VzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
Dubai to begin inoculations with Pfizer-BioNTech vaccine from Wednesday - Egypt Independent,"DUBAI (Reuters) -Dubai will start inoculating people with the COVID-19 vaccine produced by Pfizer and BioNTech for free from Wednesday, the emirate's ...",news.google.com/./articles/CBMiZWh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vZHViYWktdG8tYmVnaW4taW5vY3VsYXRpb25zLXdpdGgtcGZpemVyLWJpb250ZWNoLXZhY2NpbmUtZnJvbS13ZWRuZXNkYXkv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
US panel endorses widespread use of Pfizer COVID-19 vaccine - Egypt Independent,"WASHINGTON (AP) — A US government advisory panel endorsed widespread use of Pfizer's coronavirus vaccine Thursday, putting the country just one step ...",news.google.com/./articles/CBMiWWh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vdXMtcGFuZWwtZW5kb3JzZXMtd2lkZXNwcmVhZC11c2Utb2YtcGZpemVyLWNvdmlkLTE5LXZhY2NpbmUv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,82.1,17.9,67.0
Pfizer COVID-19 vaccine faces last hurdle before US decision - Egypt Independent,WASHINGTON (AP) — Pfizer's COVID-19 vaccine faces one final hurdle as it races to become the first shot greenlighted in the US: a panel of experts who will ...,news.google.com/./articles/CBMiWmh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vcGZpemVyLWNvdmlkLTE5LXZhY2NpbmUtZmFjZXMtbGFzdC1odXJkbGUtYmVmb3JlLXVzLWRlY2lzaW9uL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
UK authorizes Pfizer coronavirus vaccine for emergency use - Egypt Independent,"Pfizer and BioNTech say they've won permission Wednesday for emergency use of their COVID-19 vaccine in Britain, the world's first coronavirus shot that's ...",news.google.com/./articles/CBMiWGh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vdWstYXV0aG9yaXplcy1wZml6ZXItY29yb25hdmlydXMtdmFjY2luZS1mb3ItZW1lcmdlbmN5LXVzZS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,20.599999999999998,79.4,0.0,30.91
Pfizer-BioNTech vaccine deliveries could start 'before Christmas' - Egypt Independent,(Reuters) - Pfizer Inc and BioNTech could secure emergency US and European authorization for their COVID-19 vaccine next month after final trial results ...,news.google.com/./articles/CBMiXWh0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vcGZpemVyLWJpb250ZWNoLXZhY2NpbmUtZGVsaXZlcmllcy1jb3VsZC1zdGFydC1iZWZvcmUtY2hyaXN0bWFzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
Egypt reserves enough of Pfizer's COVID-19 vaccine for 20% of needs: Zayed,"Egypt has reserved enough of the candidate vaccine produced by American pharmaceutical company, Pfizer, to cover 20% of its needs, Minister of Health Hala ...",news.google.com/./articles/CAIiEHmExFbMFK-8psxj_fWmeTYqMwgEKioIACIQdFkJAF0TeA3eJPDKdDH0WSoUCAoiEHRZCQBdE3gN3iTwynQx9Fkwsp3fBg?hl=en-US&gl=US&ceid=US%3Aen,Daily News Egypt,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
20% of Egypt's anti-COVID-19 vaccine needs to be met by Pfizer,CAIRO – 10 November 2020: The Ministry of Health and Population announced Tuesday that it had reserved Pfizer anti-COVID-19 vaccine doses that will fulfill ...,news.google.com/./articles/CBMiV2h0dHBzOi8vd3d3LmVneXB0dG9kYXkuY29tL0FydGljbGUvMS85NDA3Ny8yMC1vZi1FZ3lwdC1zLWFudGktQ09WSUQtMTktdmFjY2luZS1uZWVkcy10b9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Egypttoday,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
"Egypt reserved doses of much-awaited Pfizer and Oxford trial vaccines, says Health minister - Politics - Egypt","Egypt has reserved doses of a potential Coronavirus vaccine developed by the US Pfizer pharmaceutical corporation, which would cover up to 20 percent of the ...",news.google.com/./articles/CBMie2h0dHA6Ly9lbmdsaXNoLmFocmFtLm9yZy5lZy9OZXdzQ29udGVudC8xLzY0LzM5MzQ2Ni9FZ3lwdC9Qb2xpdGljcy0vRWd5cHQtcmVzZXJ2ZWQtZG9zZXMtb2YtbXVjaGF3YWl0ZWQtUGZpemVyLWFuZC1PeGYuYXNweNIBAA?hl=en-US&gl=US&ceid=US%3Aen,Ahram Online,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
Where the Arab World Stands With the Newest Pfizer Vaccine,It was a happy day for humanity when it was announced earlier this week that a COVID-19 vaccine being developed by Pfizer Inc. and BioNTech SE prevented ...,news.google.com/./articles/CBMiU2h0dHBzOi8vc2Nvb3BlbXBpcmUuY29tL3doZXJlLXRoZS1hcmFiLXdvcmxkLXN0YW5kcy13aXRoLXRoZS1uZXdlc3QtcGZpemVyLXZhY2NpbmUv0gEA?hl=en-US&gl=US&ceid=US%3Aen,SCOOP EMPIRE,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,100.0,0.0,50.0
Covid-19 Vaccine Candidate 90% Effective: Pfizer,"A COVID-19 vaccine being developed by Pfizer Inc. and BioNTech SE prevented more than 90% of infections in the first interim results in large-scale trials,",news.google.com/./articles/CBMiVmh0dHBzOi8vZWd5cHRpYW5zdHJlZXRzLmNvbS8yMDIwLzExLzA5L2NvdmlkLTE5LXZhY2NpbmUtY2FuZGlkYXRlLTkwLWVmZmVjdGl2ZS1wZml6ZXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Egyptian Streets,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,0.0,61.7,38.3,73.83500000000001
Pfizer not yet ready to release COVID-19 vaccine data - Egypt Independent,(Reuters) - Drugmaker Pfizer Inc said on Tuesday it was not yet ready to release data from the late-stage trial of the COVID-19 vaccine candidate it is developing ...,news.google.com/./articles/CBMiU2h0dHBzOi8vZWd5cHRpbmRlcGVuZGVudC5jb20vcGZpemVyLW5vdC15ZXQtcmVhZHktdG8tcmVsZWFzZS1jb3ZpZC0xOS12YWNjaW5lLWRhdGEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Egypt Independent,08/01/2020,09/01/2020,Pfizer,Egypt,30.05,31.25,16.1,83.89999999999999,0.0,36.225
